direction:O,dep_time,weekday,yearweek,whichholiday_left_LUX:Vacances de Noeel,whichholiday_left_LUX:Vacances de Pentecete,whichholiday_left_LUX:Vacances de Peques,whichholiday_left_LUX:Vacances dete,whichholiday_left_LUX:vacances de Carnaval,whichholiday_right_LUX:Vacances de Noeel,whichholiday_right_LUX:Vacances de Pentecete,whichholiday_right_LUX:Vacances de Peques,whichholiday_right_LUX:Vacances dete,whichholiday_right_LUX:vacances de Carnaval,holiday_from_left_LUX,holiday_from_right_LUX,holiday_to_left_LUX,holiday_to_right_LUX,whichjf_left_LUX:Assomption,whichjf_left_LUX:Journee de lEurope,whichjf_left_LUX:La Toussaint,whichjf_left_LUX:Les Trepasses,whichjf_left_LUX:Lundi de Pentecete,whichjf_left_LUX:Lundi de Peques,whichjf_left_LUX:Luxembourg,whichjf_left_LUX:Noeel,whichjf_left_LUX:Nouvel an,whichjf_left_LUX:Pentecete,whichjf_left_LUX:Peques,whichjf_left_LUX:Saint Etienne,whichjf_left_LUX:Travail,whichjf_right_LUX:Assomption,whichjf_right_LUX:Journee de lEurope,whichjf_right_LUX:La Toussaint,whichjf_right_LUX:Les Trepasses,whichjf_right_LUX:Lundi de Pentecete,whichjf_right_LUX:Lundi de Peques,whichjf_right_LUX:Luxembourg,whichjf_right_LUX:Noeel,whichjf_right_LUX:Nouvel an,whichjf_right_LUX:Pentecete,whichjf_right_LUX:Peques,whichjf_right_LUX:Saint Etienne,whichjf_right_LUX:Travail,jf_left_LUX,jf_left_LUX,capacity_current
1,19.166666666666668,1,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,36.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,73
0,8.75,1,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,36.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,71
0,16.083333333333332,1,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,36.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,73
0,21.166666666666668,1,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,36.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,71
1,6.75,2,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,37.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,71
1,14.333333333333336,2,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,37.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,71
1,19.166666666666668,2,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,37.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,73
0,8.75,2,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,37.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,71
0,16.083333333333332,2,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,37.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,71
0,21.166666666666668,2,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,37.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,73
1,6.75,3,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,71
1,14.333333333333336,3,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,73
1,19.166666666666668,3,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,73
0,8.75,3,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,71
0,16.083333333333332,3,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,71
0,21.166666666666668,3,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,38.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,71
1,6.75,4,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,73
1,14.333333333333336,4,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,73
1,19.166666666666668,4,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,73
0,8.75,4,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,71
0,16.083333333333332,4,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,69
0,21.166666666666668,4,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,71
1,6.75,5,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,40.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,138
1,14.333333333333336,5,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,40.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,76
1,19.166666666666668,5,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,40.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,76
0,8.75,5,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,40.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,138
0,16.083333333333332,5,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,40.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,73
0,21.166666666666668,5,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,40.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,71
1,10.75,6,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,41.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,75
0,12.5,6,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,41.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,71
1,12.916666666666664,7,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,42.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,73
1,19.666666666666668,7,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,42.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,73
0,14.75,7,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,42.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,76
0,21.416666666666668,7,27.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,42.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,76
1,6.75,1,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,43.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,71
1,14.333333333333336,1,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,43.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,71
1,19.166666666666668,1,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,43.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,71
0,8.75,1,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,43.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,76
0,16.083333333333332,1,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,43.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,69
0,21.166666666666668,1,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,43.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,75
1,6.75,2,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,44.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,71
1,14.333333333333336,2,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,44.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,73
1,19.166666666666668,2,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,44.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,73
0,8.75,2,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,44.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,71
0,16.083333333333332,2,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,44.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,71
0,21.166666666666668,2,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,44.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,73
1,6.75,3,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,71
1,14.333333333333336,3,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,71
1,19.166666666666668,3,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,73
0,8.75,3,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,71
0,16.083333333333332,3,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,71
0,21.166666666666668,3,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,45.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,71
1,6.75,4,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,46.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,71
1,14.333333333333336,4,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,46.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,73
1,19.166666666666668,4,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,46.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,73
0,8.75,4,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,46.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,71
0,16.083333333333332,4,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,46.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,71
0,21.166666666666668,4,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,46.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,71
1,6.75,5,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,47.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,138
1,14.333333333333336,5,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,47.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,76
1,19.166666666666668,5,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,47.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,76
0,8.75,5,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,47.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,134
0,16.083333333333332,5,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,47.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,71
0,21.166666666666668,5,28.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,47.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,71
1,10.75,6,28.0,0,0,0,1,0,0,0,0,1,0,1.0,65.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,76
0,12.5,6,28.0,0,0,0,1,0,0,0,0,1,0,1.0,65.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,71
1,12.916666666666664,7,28.0,0,0,0,1,0,0,0,0,1,0,2.0,64.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,76
1,19.666666666666668,7,28.0,0,0,0,1,0,0,0,0,1,0,2.0,64.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,73
0,14.75,7,28.0,0,0,0,1,0,0,0,0,1,0,2.0,64.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,76
0,21.416666666666668,7,28.0,0,0,0,1,0,0,0,0,1,0,2.0,64.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,76
1,6.75,1,29.0,0,0,0,1,0,0,0,0,1,0,3.0,63.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,73
1,14.333333333333336,1,29.0,0,0,0,1,0,0,0,0,1,0,3.0,63.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,73
1,19.166666666666668,1,29.0,0,0,0,1,0,0,0,0,1,0,3.0,63.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,71
0,8.75,1,29.0,0,0,0,1,0,0,0,0,1,0,3.0,63.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,76
0,16.083333333333332,1,29.0,0,0,0,1,0,0,0,0,1,0,3.0,63.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,73
0,21.166666666666668,1,29.0,0,0,0,1,0,0,0,0,1,0,3.0,63.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,73
1,6.75,2,29.0,0,0,0,1,0,0,0,0,1,0,4.0,62.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,73
1,14.333333333333336,2,29.0,0,0,0,1,0,0,0,0,1,0,4.0,62.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,63
1,19.166666666666668,2,29.0,0,0,0,1,0,0,0,0,1,0,4.0,62.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,71
0,8.75,2,29.0,0,0,0,1,0,0,0,0,1,0,4.0,62.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,71
0,16.083333333333332,2,29.0,0,0,0,1,0,0,0,0,1,0,4.0,62.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,71
0,21.166666666666668,2,29.0,0,0,0,1,0,0,0,0,1,0,4.0,62.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,73
1,6.75,3,29.0,0,0,0,1,0,0,0,0,1,0,5.0,61.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,71
1,14.333333333333336,3,29.0,0,0,0,1,0,0,0,0,1,0,5.0,61.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,71
1,19.166666666666668,3,29.0,0,0,0,1,0,0,0,0,1,0,5.0,61.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,73
0,8.75,3,29.0,0,0,0,1,0,0,0,0,1,0,5.0,61.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,71
0,16.083333333333332,3,29.0,0,0,0,1,0,0,0,0,1,0,5.0,61.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,73
0,21.166666666666668,3,29.0,0,0,0,1,0,0,0,0,1,0,5.0,61.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,71
1,6.75,4,29.0,0,0,0,1,0,0,0,0,1,0,6.0,60.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,73
1,14.333333333333336,4,29.0,0,0,0,1,0,0,0,0,1,0,6.0,60.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,73
1,19.166666666666668,4,29.0,0,0,0,1,0,0,0,0,1,0,6.0,60.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,75
0,8.75,4,29.0,0,0,0,1,0,0,0,0,1,0,6.0,60.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,71
0,16.083333333333332,4,29.0,0,0,0,1,0,0,0,0,1,0,6.0,60.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,71
0,21.166666666666668,4,29.0,0,0,0,1,0,0,0,0,1,0,6.0,60.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,71
1,6.75,5,29.0,0,0,0,1,0,0,0,0,1,0,7.0,59.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,71
1,14.333333333333336,5,29.0,0,0,0,1,0,0,0,0,1,0,7.0,59.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,75
1,19.166666666666668,5,29.0,0,0,0,1,0,0,0,0,1,0,7.0,59.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,76
0,8.75,5,29.0,0,0,0,1,0,0,0,0,1,0,7.0,59.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,73
0,16.083333333333332,5,29.0,0,0,0,1,0,0,0,0,1,0,7.0,59.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,73
0,21.166666666666668,5,29.0,0,0,0,1,0,0,0,0,1,0,7.0,59.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,71
1,12.916666666666664,7,29.0,0,0,0,1,0,0,0,0,1,0,9.0,57.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,73
1,19.666666666666668,7,29.0,0,0,0,1,0,0,0,0,1,0,9.0,57.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,73
0,14.75,7,29.0,0,0,0,1,0,0,0,0,1,0,9.0,57.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,76
0,21.416666666666668,7,29.0,0,0,0,1,0,0,0,0,1,0,9.0,57.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,75
1,6.75,1,30.0,0,0,0,1,0,0,0,0,1,0,10.0,56.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,73
1,14.333333333333336,1,30.0,0,0,0,1,0,0,0,0,1,0,10.0,56.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,73
1,19.166666666666668,1,30.0,0,0,0,1,0,0,0,0,1,0,10.0,56.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,71
0,8.75,1,30.0,0,0,0,1,0,0,0,0,1,0,10.0,56.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,73
0,16.083333333333332,1,30.0,0,0,0,1,0,0,0,0,1,0,10.0,56.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,73
0,21.166666666666668,1,30.0,0,0,0,1,0,0,0,0,1,0,10.0,56.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,73
1,6.75,2,30.0,0,0,0,1,0,0,0,0,1,0,11.0,55.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,71
1,14.333333333333336,2,30.0,0,0,0,1,0,0,0,0,1,0,11.0,55.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,63
1,19.166666666666668,2,30.0,0,0,0,1,0,0,0,0,1,0,11.0,55.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,73
0,8.75,2,30.0,0,0,0,1,0,0,0,0,1,0,11.0,55.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,73
0,16.083333333333332,2,30.0,0,0,0,1,0,0,0,0,1,0,11.0,55.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,71
0,21.166666666666668,2,30.0,0,0,0,1,0,0,0,0,1,0,11.0,55.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,73
1,6.75,3,30.0,0,0,0,1,0,0,0,0,1,0,12.0,54.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,32.0,73
