dprio,nn,bench
320,5.559419770095238,6.498003303958437
321,5.502949943085937,6.300128625923214
322,5.1733157143461534,6.081442287009633
323,4.704655878507692,5.928935294848145
324,4.776385391815384,5.85728307983548
325,4.722287896666667,5.573307227827225
326,4.42958172935597,5.410116540189222
327,4.5056339703582085,5.371198228521751
328,4.506030239676471,5.215086392829607
329,4.261807570992753,4.984882723268032
330,5.093929183768116,4.8859976496757955
331,4.930494714347827,4.821200376903647
332,4.152184673839715,4.549123707402388
333,4.304471607704929,4.414639674386213
334,4.241997980211267,4.359770487314271
335,3.868691830145833,4.1690682570900925
336,4.160674246404109,4.055542450351744
337,4.034925179979452,4.057638760318093
338,3.827553927061644,4.022131883367072
339,3.7253565029441895,3.8187617525151984
340,3.9976992761000005,3.7224983452973976
341,3.6155154321739995,3.7366010635235383
342,3.5147446725144733,3.662421111782213
343,3.571665096351949,3.5009126204747285
344,3.6747825331129875,3.4357839603150127
345,3.5243411373961036,3.4213127172723414
346,3.4683888449038465,3.32016035642819
347,3.609810336525316,3.2069378424012056
348,3.857572664765823,3.2396410119037786
349,3.0899012104525,3.176753026136701
350,3.0508628473660493,3.08036021757
351,3.037674765921605,3.0145677169948906
352,3.1013250999876543,2.999700561052465
353,2.9695887681189026,2.900401076858446
354,2.966560495223494,2.779245208887422
355,3.268297588469879,2.795175666844275
356,2.745129077085399,2.7264442795060666
357,2.5909749994994113,2.5633266283637797
358,2.70891292763,2.55223419138899
359,2.925365818221177,2.5460960839721096
360,3.6440891912790696,2.49724412469577
361,3.4710037754597702,2.4526556383866436
362,3.3945112568390803,2.5831261327861417
363,4.268803483875,3.9204545454545454
364,3.2589416393820225,0.0
365,0.6902586898146068,
