Extraction Day;Calendar day;Flight Number;Sched Airport Arriva;Sched Airport Depart;Pax total
09/05/2018;30/05/2018;LG-9412;SCN;TXL;14 PAX
09/05/2018;30/05/2018;LG-9413;TXL;SCN;38 PAX
09/05/2018;30/05/2018;LG-9414;SCN;TXL;36 PAX
09/05/2018;30/05/2018;LG-9415;TXL;SCN;42 PAX
09/05/2018;30/05/2018;LG-9416;SCN;TXL;48 PAX
09/05/2018;31/05/2018;LG-9411;TXL;SCN;22 PAX
09/05/2018;31/05/2018;LG-9412;SCN;TXL;17 PAX
09/05/2018;31/05/2018;LG-9413;TXL;SCN;5 PAX
09/05/2018;31/05/2018;LG-9414;SCN;TXL;6 PAX
09/05/2018;31/05/2018;LG-9415;TXL;SCN;27 PAX
09/05/2018;31/05/2018;LG-9416;SCN;TXL;16 PAX
09/05/2018;01/06/2018;LG-9411;TXL;SCN;26 PAX
09/05/2018;01/06/2018;LG-9412;SCN;TXL;19 PAX
09/05/2018;01/06/2018;LG-9413;TXL;SCN;7 PAX
09/05/2018;01/06/2018;LG-9414;SCN;TXL;20 PAX
09/05/2018;01/06/2018;LG-9415;TXL;SCN;38 PAX
09/05/2018;01/06/2018;LG-9416;SCN;TXL;18 PAX
09/05/2018;02/06/2018;LG-9411;TXL;SCN;30 PAX
09/05/2018;02/06/2018;LG-9412;SCN;TXL;27 PAX
09/05/2018;03/06/2018;LG-9413;TXL;SCN;30 PAX
09/05/2018;03/06/2018;LG-9414;SCN;TXL;38 PAX
09/05/2018;03/06/2018;LG-9415;TXL;SCN;29 PAX
09/05/2018;03/06/2018;LG-9416;SCN;TXL;59 PAX
09/05/2018;04/06/2018;LG-9411;TXL;SCN;35 PAX
09/05/2018;04/06/2018;LG-9412;SCN;TXL;21 PAX
09/05/2018;04/06/2018;LG-9413;TXL;SCN;29 PAX
09/05/2018;04/06/2018;LG-9414;SCN;TXL;16 PAX
09/05/2018;04/06/2018;LG-9415;TXL;SCN;32 PAX
09/05/2018;04/06/2018;LG-9416;SCN;TXL;49 PAX
09/05/2018;05/06/2018;LG-9411;TXL;SCN;41 PAX
09/05/2018;05/06/2018;LG-9412;SCN;TXL;15 PAX
09/05/2018;05/06/2018;LG-9413;TXL;SCN;27 PAX
09/05/2018;05/06/2018;LG-9414;SCN;TXL;31 PAX
09/05/2018;05/06/2018;LG-9415;TXL;SCN;30 PAX
09/05/2018;05/06/2018;LG-9416;SCN;TXL;20 PAX
09/05/2018;06/06/2018;LG-9411;TXL;SCN;48 PAX
09/05/2018;06/06/2018;LG-9412;SCN;TXL;21 PAX
09/05/2018;06/06/2018;LG-9413;TXL;SCN;23 PAX
09/05/2018;06/06/2018;LG-9414;SCN;TXL;28 PAX
09/05/2018;06/06/2018;LG-9415;TXL;SCN;39 PAX
09/05/2018;06/06/2018;LG-9416;SCN;TXL;36 PAX
09/05/2018;07/06/2018;LG-9411;TXL;SCN;30 PAX
09/05/2018;07/06/2018;LG-9412;SCN;TXL;27 PAX
09/05/2018;07/06/2018;LG-9413;TXL;SCN;22 PAX
09/05/2018;07/06/2018;LG-9414;SCN;TXL;45 PAX
09/05/2018;07/06/2018;LG-9415;TXL;SCN;44 PAX
09/05/2018;07/06/2018;LG-9416;SCN;TXL;34 PAX
09/05/2018;08/06/2018;LG-9411;TXL;SCN;30 PAX
09/05/2018;08/06/2018;LG-9412;SCN;TXL;35 PAX
09/05/2018;08/06/2018;LG-9413;TXL;SCN;17 PAX
09/05/2018;08/06/2018;LG-9414;SCN;TXL;49 PAX
09/05/2018;08/06/2018;LG-9415;TXL;SCN;45 PAX
09/05/2018;08/06/2018;LG-9416;SCN;TXL;59 PAX
09/05/2018;09/06/2018;LG-9411;TXL;SCN;18 PAX
09/05/2018;09/06/2018;LG-9412;SCN;TXL;27 PAX
09/05/2018;10/06/2018;LG-9413;TXL;SCN;22 PAX
09/05/2018;10/06/2018;LG-9414;SCN;TXL;26 PAX
09/05/2018;10/06/2018;LG-9415;TXL;SCN;20 PAX
09/05/2018;10/06/2018;LG-9416;SCN;TXL;44 PAX
09/05/2018;11/06/2018;LG-9411;TXL;SCN;26 PAX
09/05/2018;11/06/2018;LG-9412;SCN;TXL;23 PAX
09/05/2018;11/06/2018;LG-9413;TXL;SCN;15 PAX
09/05/2018;11/06/2018;LG-9414;SCN;TXL;7 PAX
09/05/2018;11/06/2018;LG-9415;TXL;SCN;29 PAX
09/05/2018;11/06/2018;LG-9416;SCN;TXL;22 PAX
09/05/2018;12/06/2018;LG-9411;TXL;SCN;33 PAX
09/05/2018;12/06/2018;LG-9412;SCN;TXL;16 PAX
09/05/2018;12/06/2018;LG-9413;TXL;SCN;15 PAX
09/05/2018;12/06/2018;LG-9414;SCN;TXL;21 PAX
09/05/2018;12/06/2018;LG-9415;TXL;SCN;17 PAX
09/05/2018;12/06/2018;LG-9416;SCN;TXL;23 PAX
09/05/2018;13/06/2018;LG-9411;TXL;SCN;39 PAX
09/05/2018;13/06/2018;LG-9412;SCN;TXL;21 PAX
09/05/2018;13/06/2018;LG-9413;TXL;SCN;25 PAX
09/05/2018;13/06/2018;LG-9414;SCN;TXL;20 PAX
09/05/2018;13/06/2018;LG-9415;TXL;SCN;30 PAX
09/05/2018;13/06/2018;LG-9416;SCN;TXL;25 PAX
09/05/2018;14/06/2018;LG-9411;TXL;SCN;24 PAX
09/05/2018;14/06/2018;LG-9412;SCN;TXL;28 PAX
09/05/2018;14/06/2018;LG-9413;TXL;SCN;17 PAX
09/05/2018;14/06/2018;LG-9414;SCN;TXL;39 PAX
09/05/2018;14/06/2018;LG-9415;TXL;SCN;30 PAX
09/05/2018;14/06/2018;LG-9416;SCN;TXL;26 PAX
09/05/2018;15/06/2018;LG-9411;TXL;SCN;27 PAX
09/05/2018;15/06/2018;LG-9412;SCN;TXL;29 PAX
09/05/2018;15/06/2018;LG-9413;TXL;SCN;26 PAX
09/05/2018;15/06/2018;LG-9414;SCN;TXL;32 PAX
09/05/2018;15/06/2018;LG-9415;TXL;SCN;40 PAX
09/05/2018;15/06/2018;LG-9416;SCN;TXL;42 PAX
09/05/2018;16/06/2018;LG-9411;TXL;SCN;25 PAX
09/05/2018;16/06/2018;LG-9412;SCN;TXL;31 PAX
09/05/2018;17/06/2018;LG-9413;TXL;SCN;28 PAX
09/05/2018;17/06/2018;LG-9414;SCN;TXL;24 PAX
09/05/2018;17/06/2018;LG-9415;TXL;SCN;33 PAX
09/05/2018;17/06/2018;LG-9416;SCN;TXL;41 PAX
09/05/2018;18/06/2018;LG-9411;TXL;SCN;29 PAX
09/05/2018;18/06/2018;LG-9412;SCN;TXL;15 PAX
09/05/2018;18/06/2018;LG-9413;TXL;SCN;24 PAX
09/05/2018;18/06/2018;LG-9414;SCN;TXL;13 PAX
09/05/2018;18/06/2018;LG-9415;TXL;SCN;25 PAX
09/05/2018;18/06/2018;LG-9416;SCN;TXL;30 PAX
09/05/2018;19/06/2018;LG-9411;TXL;SCN;24 PAX
09/05/2018;19/06/2018;LG-9412;SCN;TXL;16 PAX
09/05/2018;19/06/2018;LG-9413;TXL;SCN;14 PAX
09/05/2018;19/06/2018;LG-9414;SCN;TXL;27 PAX
09/05/2018;19/06/2018;LG-9415;TXL;SCN;24 PAX
09/05/2018;19/06/2018;LG-9416;SCN;TXL;19 PAX
09/05/2018;20/06/2018;LG-9411;TXL;SCN;24 PAX
09/05/2018;20/06/2018;LG-9412;SCN;TXL;18 PAX
09/05/2018;20/06/2018;LG-9413;TXL;SCN;11 PAX
09/05/2018;20/06/2018;LG-9414;SCN;TXL;30 PAX
09/05/2018;20/06/2018;LG-9415;TXL;SCN;21 PAX
09/05/2018;20/06/2018;LG-9416;SCN;TXL;27 PAX
09/05/2018;21/06/2018;LG-9411;TXL;SCN;27 PAX
09/05/2018;21/06/2018;LG-9412;SCN;TXL;14 PAX
09/05/2018;21/06/2018;LG-9413;TXL;SCN;13 PAX
09/05/2018;21/06/2018;LG-9414;SCN;TXL;21 PAX
09/05/2018;21/06/2018;LG-9415;TXL;SCN;29 PAX
09/05/2018;21/06/2018;LG-9416;SCN;TXL;30 PAX
09/05/2018;22/06/2018;LG-9411;TXL;SCN;46 PAX
09/05/2018;22/06/2018;LG-9412;SCN;TXL;21 PAX
09/05/2018;22/06/2018;LG-9413;TXL;SCN;8 PAX
09/05/2018;22/06/2018;LG-9414;SCN;TXL;27 PAX
09/05/2018;22/06/2018;LG-9415;TXL;SCN;30 PAX
09/05/2018;22/06/2018;LG-9416;SCN;TXL;30 PAX
09/05/2018;23/06/2018;LG-9411;TXL;SCN;24 PAX
09/05/2018;23/06/2018;LG-9412;SCN;TXL;22 PAX
09/05/2018;24/06/2018;LG-9413;TXL;SCN;26 PAX
09/05/2018;24/06/2018;LG-9414;SCN;TXL;25 PAX
09/05/2018;24/06/2018;LG-9415;TXL;SCN;32 PAX
09/05/2018;24/06/2018;LG-9416;SCN;TXL;45 PAX
09/05/2018;25/06/2018;LG-9411;TXL;SCN;23 PAX
09/05/2018;25/06/2018;LG-9412;SCN;TXL;22 PAX
09/05/2018;25/06/2018;LG-9413;TXL;SCN;17 PAX
09/05/2018;25/06/2018;LG-9414;SCN;TXL;14 PAX
09/05/2018;25/06/2018;LG-9415;TXL;SCN;34 PAX
09/05/2018;25/06/2018;LG-9416;SCN;TXL;27 PAX
09/05/2018;26/06/2018;LG-9411;TXL;SCN;21 PAX
09/05/2018;26/06/2018;LG-9412;SCN;TXL;11 PAX
09/05/2018;26/06/2018;LG-9413;TXL;SCN;9 PAX
09/05/2018;26/06/2018;LG-9414;SCN;TXL;12 PAX
09/05/2018;26/06/2018;LG-9415;TXL;SCN;14 PAX
09/05/2018;26/06/2018;LG-9416;SCN;TXL;18 PAX
09/05/2018;27/06/2018;LG-9411;TXL;SCN;18 PAX
09/05/2018;27/06/2018;LG-9412;SCN;TXL;6 PAX
09/05/2018;27/06/2018;LG-9413;TXL;SCN;13 PAX
09/05/2018;27/06/2018;LG-9414;SCN;TXL;22 PAX
09/05/2018;27/06/2018;LG-9415;TXL;SCN;17 PAX
09/05/2018;27/06/2018;LG-9416;SCN;TXL;22 PAX
09/05/2018;28/06/2018;LG-9411;TXL;SCN;15 PAX
09/05/2018;28/06/2018;LG-9412;SCN;TXL;17 PAX
09/05/2018;28/06/2018;LG-9413;TXL;SCN;16 PAX
09/05/2018;28/06/2018;LG-9414;SCN;TXL;22 PAX
09/05/2018;28/06/2018;LG-9415;TXL;SCN;31 PAX
09/05/2018;28/06/2018;LG-9416;SCN;TXL;12 PAX
09/05/2018;29/06/2018;LG-9411;TXL;SCN;16 PAX
09/05/2018;29/06/2018;LG-9412;SCN;TXL;17 PAX
09/05/2018;29/06/2018;LG-9413;TXL;SCN;9 PAX
09/05/2018;29/06/2018;LG-9414;SCN;TXL;18 PAX
09/05/2018;29/06/2018;LG-9415;TXL;SCN;28 PAX
09/05/2018;29/06/2018;LG-9416;SCN;TXL;38 PAX
09/05/2018;30/06/2018;LG-9411;TXL;SCN;15 PAX
09/05/2018;30/06/2018;LG-9412;SCN;TXL;32 PAX
10/05/2018;03/05/2018;LG-9411;TXL;SCN;43 PAX
10/05/2018;03/05/2018;LG-9412;SCN;TXL;44 PAX
10/05/2018;03/05/2018;LG-9413;TXL;SCN;38 PAX
10/05/2018;03/05/2018;LG-9414;SCN;TXL;47 PAX
10/05/2018;03/05/2018;LG-9415;TXL;SCN;60 PAX
10/05/2018;03/05/2018;LG-9416;SCN;TXL;28 PAX
10/05/2018;04/05/2018;LG-9411;TXL;SCN;25 PAX
10/05/2018;04/05/2018;LG-9412;SCN;TXL;51 PAX
10/05/2018;04/05/2018;LG-9413;TXL;SCN;28 PAX
10/05/2018;04/05/2018;LG-9414;SCN;TXL;37 PAX
10/05/2018;04/05/2018;LG-9415;TXL;SCN;54 PAX
10/05/2018;04/05/2018;LG-9416;SCN;TXL;57 PAX
10/05/2018;05/05/2018;LG-9411;TXL;SCN;35 PAX
10/05/2018;05/05/2018;LG-9412;SCN;TXL;43 PAX
10/05/2018;06/05/2018;LG-9413;TXL;SCN;37 PAX
10/05/2018;06/05/2018;LG-9414;SCN;TXL;41 PAX
10/05/2018;06/05/2018;LG-9415;TXL;SCN;62 PAX
10/05/2018;06/05/2018;LG-9416;SCN;TXL;65 PAX
10/05/2018;07/05/2018;LG-9411;TXL;SCN;62 PAX
10/05/2018;07/05/2018;LG-9412;SCN;TXL;47 PAX
10/05/2018;07/05/2018;LG-9413;TXL;SCN;44 PAX
10/05/2018;07/05/2018;LG-9414;SCN;TXL;23 PAX
10/05/2018;07/05/2018;LG-9415;TXL;SCN;36 PAX
10/05/2018;07/05/2018;LG-9416;SCN;TXL;46 PAX
10/05/2018;08/05/2018;LG-9411;TXL;SCN;48 PAX
10/05/2018;08/05/2018;LG-9412;SCN;TXL;29 PAX
10/05/2018;08/05/2018;LG-9413;TXL;SCN;37 PAX
10/05/2018;08/05/2018;LG-9414;SCN;TXL;46 PAX
10/05/2018;08/05/2018;LG-9415;TXL;SCN;38 PAX
10/05/2018;08/05/2018;LG-9416;SCN;TXL;42 PAX
10/05/2018;09/05/2018;LG-9411;TXL;SCN;30 PAX
10/05/2018;09/05/2018;LG-9412;SCN;TXL;43 PAX
10/05/2018;09/05/2018;LG-9413;TXL;SCN;52 PAX
10/05/2018;09/05/2018;LG-9414;SCN;TXL;69 PAX
10/05/2018;09/05/2018;LG-9415;TXL;SCN;33 PAX
10/05/2018;09/05/2018;LG-9416;SCN;TXL;68 PAX
10/05/2018;10/05/2018;LG-9411;TXL;SCN;42 PAX
10/05/2018;10/05/2018;LG-9412;SCN;TXL;42 PAX
10/05/2018;10/05/2018;LG-9413;TXL;SCN;16 PAX
10/05/2018;10/05/2018;LG-9414;SCN;TXL;11 PAX
10/05/2018;10/05/2018;LG-9415;TXL;SCN;35 PAX
10/05/2018;10/05/2018;LG-9416;SCN;TXL;18 PAX
10/05/2018;11/05/2018;LG-9411;TXL;SCN;22 PAX
10/05/2018;11/05/2018;LG-9412;SCN;TXL;29 PAX
10/05/2018;11/05/2018;LG-9413;TXL;SCN;14 PAX
10/05/2018;11/05/2018;LG-9414;SCN;TXL;8 PAX
10/05/2018;11/05/2018;LG-9415;TXL;SCN;26 PAX
10/05/2018;11/05/2018;LG-9416;SCN;TXL;31 PAX
10/05/2018;12/05/2018;LG-9411;TXL;SCN;28 PAX
10/05/2018;12/05/2018;LG-9412;SCN;TXL;47 PAX
10/05/2018;13/05/2018;LG-9413;TXL;SCN;67 PAX
10/05/2018;13/05/2018;LG-9414;SCN;TXL;38 PAX
10/05/2018;13/05/2018;LG-9415;TXL;SCN;63 PAX
10/05/2018;13/05/2018;LG-9416;SCN;TXL;59 PAX
10/05/2018;14/05/2018;LG-9411;TXL;SCN;65 PAX
10/05/2018;14/05/2018;LG-9412;SCN;TXL;34 PAX
10/05/2018;14/05/2018;LG-9413;TXL;SCN;60 PAX
10/05/2018;14/05/2018;LG-9414;SCN;TXL;31 PAX
10/05/2018;14/05/2018;LG-9415;TXL;SCN;60 PAX
10/05/2018;14/05/2018;LG-9416;SCN;TXL;61 PAX
10/05/2018;15/05/2018;LG-9411;TXL;SCN;55 PAX
10/05/2018;15/05/2018;LG-9412;SCN;TXL;28 PAX
10/05/2018;15/05/2018;LG-9413;TXL;SCN;42 PAX
10/05/2018;15/05/2018;LG-9414;SCN;TXL;48 PAX
10/05/2018;15/05/2018;LG-9415;TXL;SCN;47 PAX
10/05/2018;15/05/2018;LG-9416;SCN;TXL;52 PAX
10/05/2018;16/05/2018;LG-9411;TXL;SCN;41 PAX
10/05/2018;16/05/2018;LG-9412;SCN;TXL;49 PAX
10/05/2018;16/05/2018;LG-9413;TXL;SCN;54 PAX
10/05/2018;16/05/2018;LG-9414;SCN;TXL;56 PAX
10/05/2018;16/05/2018;LG-9415;TXL;SCN;47 PAX
10/05/2018;16/05/2018;LG-9416;SCN;TXL;59 PAX
10/05/2018;17/05/2018;LG-9411;TXL;SCN;31 PAX
10/05/2018;17/05/2018;LG-9412;SCN;TXL;58 PAX
10/05/2018;17/05/2018;LG-9413;TXL;SCN;39 PAX
10/05/2018;17/05/2018;LG-9414;SCN;TXL;67 PAX
10/05/2018;17/05/2018;LG-9415;TXL;SCN;49 PAX
10/05/2018;17/05/2018;LG-9416;SCN;TXL;38 PAX
10/05/2018;18/05/2018;LG-9411;TXL;SCN;47 PAX
10/05/2018;18/05/2018;LG-9412;SCN;TXL;63 PAX
10/05/2018;18/05/2018;LG-9413;TXL;SCN;54 PAX
10/05/2018;18/05/2018;LG-9414;SCN;TXL;56 PAX
10/05/2018;18/05/2018;LG-9415;TXL;SCN;59 PAX
10/05/2018;18/05/2018;LG-9416;SCN;TXL;59 PAX
10/05/2018;19/05/2018;LG-9411;TXL;SCN;56 PAX
10/05/2018;19/05/2018;LG-9412;SCN;TXL;53 PAX
10/05/2018;20/05/2018;LG-9413;TXL;SCN;17 PAX
10/05/2018;20/05/2018;LG-9414;SCN;TXL;27 PAX
10/05/2018;20/05/2018;LG-9415;TXL;SCN;19 PAX
10/05/2018;20/05/2018;LG-9416;SCN;TXL;52 PAX
10/05/2018;21/05/2018;LG-9411;TXL;SCN;13 PAX
10/05/2018;21/05/2018;LG-9412;SCN;TXL;33 PAX
10/05/2018;21/05/2018;LG-9413;TXL;SCN;33 PAX
10/05/2018;21/05/2018;LG-9414;SCN;TXL;42 PAX
10/05/2018;21/05/2018;LG-9415;TXL;SCN;43 PAX
10/05/2018;21/05/2018;LG-9416;SCN;TXL;48 PAX
10/05/2018;22/05/2018;LG-9411;TXL;SCN;42 PAX
10/05/2018;22/05/2018;LG-9412;SCN;TXL;34 PAX
10/05/2018;22/05/2018;LG-9413;TXL;SCN;37 PAX
10/05/2018;22/05/2018;LG-9414;SCN;TXL;23 PAX
10/05/2018;22/05/2018;LG-9415;TXL;SCN;44 PAX
10/05/2018;22/05/2018;LG-9416;SCN;TXL;40 PAX
10/05/2018;23/05/2018;LG-9411;TXL;SCN;34 PAX
10/05/2018;23/05/2018;LG-9412;SCN;TXL;27 PAX
10/05/2018;23/05/2018;LG-9413;TXL;SCN;35 PAX
10/05/2018;23/05/2018;LG-9414;SCN;TXL;25 PAX
10/05/2018;23/05/2018;LG-9415;TXL;SCN;30 PAX
10/05/2018;23/05/2018;LG-9416;SCN;TXL;26 PAX
10/05/2018;24/05/2018;LG-9411;TXL;SCN;24 PAX
10/05/2018;24/05/2018;LG-9412;SCN;TXL;18 PAX
10/05/2018;24/05/2018;LG-9413;TXL;SCN;29 PAX
10/05/2018;24/05/2018;LG-9414;SCN;TXL;49 PAX
10/05/2018;24/05/2018;LG-9415;TXL;SCN;20 PAX
10/05/2018;24/05/2018;LG-9416;SCN;TXL;26 PAX
10/05/2018;25/05/2018;LG-9411;TXL;SCN;21 PAX
10/05/2018;25/05/2018;LG-9412;SCN;TXL;30 PAX
10/05/2018;25/05/2018;LG-9413;TXL;SCN;10 PAX
10/05/2018;25/05/2018;LG-9414;SCN;TXL;32 PAX
10/05/2018;25/05/2018;LG-9415;TXL;SCN;38 PAX
10/05/2018;25/05/2018;LG-9416;SCN;TXL;45 PAX
10/05/2018;26/05/2018;LG-9411;TXL;SCN;25 PAX
10/05/2018;26/05/2018;LG-9412;SCN;TXL;17 PAX
10/05/2018;27/05/2018;LG-9413;TXL;SCN;35 PAX
10/05/2018;27/05/2018;LG-9414;SCN;TXL;20 PAX
10/05/2018;27/05/2018;LG-9415;TXL;SCN;35 PAX
10/05/2018;27/05/2018;LG-9416;SCN;TXL;27 PAX
10/05/2018;28/05/2018;LG-9411;TXL;SCN;50 PAX
10/05/2018;28/05/2018;LG-9412;SCN;TXL;35 PAX
10/05/2018;28/05/2018;LG-9413;TXL;SCN;35 PAX
10/05/2018;28/05/2018;LG-9414;SCN;TXL;11 PAX
10/05/2018;28/05/2018;LG-9415;TXL;SCN;40 PAX
10/05/2018;28/05/2018;LG-9416;SCN;TXL;38 PAX
10/05/2018;29/05/2018;LG-9411;TXL;SCN;25 PAX
10/05/2018;29/05/2018;LG-9412;SCN;TXL;17 PAX
10/05/2018;29/05/2018;LG-9413;TXL;SCN;36 PAX
10/05/2018;29/05/2018;LG-9414;SCN;TXL;31 PAX
10/05/2018;29/05/2018;LG-9415;TXL;SCN;28 PAX
10/05/2018;29/05/2018;LG-9416;SCN;TXL;30 PAX
10/05/2018;30/05/2018;LG-9411;TXL;SCN;28 PAX
10/05/2018;30/05/2018;LG-9412;SCN;TXL;17 PAX
10/05/2018;30/05/2018;LG-9413;TXL;SCN;43 PAX
10/05/2018;30/05/2018;LG-9414;SCN;TXL;37 PAX
10/05/2018;30/05/2018;LG-9415;TXL;SCN;42 PAX
10/05/2018;30/05/2018;LG-9416;SCN;TXL;51 PAX
10/05/2018;31/05/2018;LG-9411;TXL;SCN;22 PAX
10/05/2018;31/05/2018;LG-9412;SCN;TXL;18 PAX
10/05/2018;31/05/2018;LG-9413;TXL;SCN;5 PAX
10/05/2018;31/05/2018;LG-9414;SCN;TXL;6 PAX
10/05/2018;31/05/2018;LG-9415;TXL;SCN;27 PAX
10/05/2018;31/05/2018;LG-9416;SCN;TXL;17 PAX
10/05/2018;01/06/2018;LG-9411;TXL;SCN;26 PAX
10/05/2018;01/06/2018;LG-9412;SCN;TXL;20 PAX
10/05/2018;01/06/2018;LG-9413;TXL;SCN;7 PAX
10/05/2018;01/06/2018;LG-9414;SCN;TXL;20 PAX
10/05/2018;01/06/2018;LG-9415;TXL;SCN;38 PAX
10/05/2018;01/06/2018;LG-9416;SCN;TXL;18 PAX
10/05/2018;02/06/2018;LG-9411;TXL;SCN;30 PAX
10/05/2018;02/06/2018;LG-9412;SCN;TXL;27 PAX
10/05/2018;03/06/2018;LG-9413;TXL;SCN;30 PAX
10/05/2018;03/06/2018;LG-9414;SCN;TXL;36 PAX
10/05/2018;03/06/2018;LG-9415;TXL;SCN;30 PAX
10/05/2018;03/06/2018;LG-9416;SCN;TXL;59 PAX
10/05/2018;04/06/2018;LG-9411;TXL;SCN;36 PAX
10/05/2018;04/06/2018;LG-9412;SCN;TXL;21 PAX
10/05/2018;04/06/2018;LG-9413;TXL;SCN;29 PAX
10/05/2018;04/06/2018;LG-9414;SCN;TXL;17 PAX
10/05/2018;04/06/2018;LG-9415;TXL;SCN;32 PAX
10/05/2018;04/06/2018;LG-9416;SCN;TXL;49 PAX
10/05/2018;05/06/2018;LG-9411;TXL;SCN;40 PAX
10/05/2018;05/06/2018;LG-9412;SCN;TXL;15 PAX
10/05/2018;05/06/2018;LG-9413;TXL;SCN;27 PAX
10/05/2018;05/06/2018;LG-9414;SCN;TXL;31 PAX
10/05/2018;05/06/2018;LG-9415;TXL;SCN;30 PAX
10/05/2018;05/06/2018;LG-9416;SCN;TXL;20 PAX
10/05/2018;06/06/2018;LG-9411;TXL;SCN;50 PAX
10/05/2018;06/06/2018;LG-9412;SCN;TXL;21 PAX
10/05/2018;06/06/2018;LG-9413;TXL;SCN;24 PAX
10/05/2018;06/06/2018;LG-9414;SCN;TXL;28 PAX
10/05/2018;06/06/2018;LG-9415;TXL;SCN;39 PAX
10/05/2018;06/06/2018;LG-9416;SCN;TXL;37 PAX
10/05/2018;07/06/2018;LG-9411;TXL;SCN;34 PAX
10/05/2018;07/06/2018;LG-9412;SCN;TXL;28 PAX
10/05/2018;07/06/2018;LG-9413;TXL;SCN;24 PAX
10/05/2018;07/06/2018;LG-9414;SCN;TXL;48 PAX
10/05/2018;07/06/2018;LG-9415;TXL;SCN;47 PAX
10/05/2018;07/06/2018;LG-9416;SCN;TXL;35 PAX
10/05/2018;08/06/2018;LG-9411;TXL;SCN;30 PAX
10/05/2018;08/06/2018;LG-9412;SCN;TXL;36 PAX
10/05/2018;08/06/2018;LG-9413;TXL;SCN;17 PAX
10/05/2018;08/06/2018;LG-9414;SCN;TXL;48 PAX
10/05/2018;08/06/2018;LG-9415;TXL;SCN;47 PAX
10/05/2018;08/06/2018;LG-9416;SCN;TXL;60 PAX
10/05/2018;09/06/2018;LG-9411;TXL;SCN;18 PAX
10/05/2018;09/06/2018;LG-9412;SCN;TXL;27 PAX
10/05/2018;10/06/2018;LG-9413;TXL;SCN;23 PAX
10/05/2018;10/06/2018;LG-9414;SCN;TXL;26 PAX
10/05/2018;10/06/2018;LG-9415;TXL;SCN;20 PAX
10/05/2018;10/06/2018;LG-9416;SCN;TXL;45 PAX
10/05/2018;11/06/2018;LG-9411;TXL;SCN;29 PAX
10/05/2018;11/06/2018;LG-9412;SCN;TXL;22 PAX
10/05/2018;11/06/2018;LG-9413;TXL;SCN;14 PAX
10/05/2018;11/06/2018;LG-9414;SCN;TXL;8 PAX
10/05/2018;11/06/2018;LG-9415;TXL;SCN;31 PAX
10/05/2018;11/06/2018;LG-9416;SCN;TXL;24 PAX
10/05/2018;12/06/2018;LG-9411;TXL;SCN;33 PAX
10/05/2018;12/06/2018;LG-9412;SCN;TXL;16 PAX
10/05/2018;12/06/2018;LG-9413;TXL;SCN;15 PAX
10/05/2018;12/06/2018;LG-9414;SCN;TXL;22 PAX
10/05/2018;12/06/2018;LG-9415;TXL;SCN;17 PAX
10/05/2018;12/06/2018;LG-9416;SCN;TXL;23 PAX
10/05/2018;13/06/2018;LG-9411;TXL;SCN;42 PAX
10/05/2018;13/06/2018;LG-9412;SCN;TXL;21 PAX
10/05/2018;13/06/2018;LG-9413;TXL;SCN;25 PAX
10/05/2018;13/06/2018;LG-9414;SCN;TXL;22 PAX
10/05/2018;13/06/2018;LG-9415;TXL;SCN;30 PAX
10/05/2018;13/06/2018;LG-9416;SCN;TXL;30 PAX
10/05/2018;14/06/2018;LG-9411;TXL;SCN;25 PAX
10/05/2018;14/06/2018;LG-9412;SCN;TXL;29 PAX
10/05/2018;14/06/2018;LG-9413;TXL;SCN;17 PAX
10/05/2018;14/06/2018;LG-9414;SCN;TXL;40 PAX
10/05/2018;14/06/2018;LG-9415;TXL;SCN;29 PAX
10/05/2018;14/06/2018;LG-9416;SCN;TXL;26 PAX
10/05/2018;15/06/2018;LG-9411;TXL;SCN;27 PAX
10/05/2018;15/06/2018;LG-9412;SCN;TXL;30 PAX
10/05/2018;15/06/2018;LG-9413;TXL;SCN;26 PAX
10/05/2018;15/06/2018;LG-9414;SCN;TXL;32 PAX
10/05/2018;15/06/2018;LG-9415;TXL;SCN;40 PAX
10/05/2018;15/06/2018;LG-9416;SCN;TXL;42 PAX
10/05/2018;16/06/2018;LG-9411;TXL;SCN;25 PAX
10/05/2018;16/06/2018;LG-9412;SCN;TXL;33 PAX
10/05/2018;17/06/2018;LG-9413;TXL;SCN;29 PAX
10/05/2018;17/06/2018;LG-9414;SCN;TXL;24 PAX
10/05/2018;17/06/2018;LG-9415;TXL;SCN;33 PAX
10/05/2018;17/06/2018;LG-9416;SCN;TXL;41 PAX
10/05/2018;18/06/2018;LG-9411;TXL;SCN;31 PAX
10/05/2018;18/06/2018;LG-9412;SCN;TXL;20 PAX
10/05/2018;18/06/2018;LG-9413;TXL;SCN;25 PAX
10/05/2018;18/06/2018;LG-9414;SCN;TXL;13 PAX
10/05/2018;18/06/2018;LG-9415;TXL;SCN;25 PAX
10/05/2018;18/06/2018;LG-9416;SCN;TXL;30 PAX
10/05/2018;19/06/2018;LG-9411;TXL;SCN;24 PAX
10/05/2018;19/06/2018;LG-9412;SCN;TXL;16 PAX
10/05/2018;19/06/2018;LG-9413;TXL;SCN;15 PAX
10/05/2018;19/06/2018;LG-9414;SCN;TXL;27 PAX
10/05/2018;19/06/2018;LG-9415;TXL;SCN;27 PAX
10/05/2018;19/06/2018;LG-9416;SCN;TXL;20 PAX
10/05/2018;20/06/2018;LG-9411;TXL;SCN;25 PAX
