dday,Dprio,NumPax,forecast,se_oos,PI_lb,PI_ub
Thursday,245,0.0,0.03525615754768468,0.01763232432775339,-8.491107822104771e-06,0.07052080620319146
Thursday,246,0.0,0.02618087880239911,0.015117479184521873,-0.004054079566644636,0.056415837171442856
Thursday,247,0.0,0.01728203526816616,0.012220833058662268,-0.007159630849158376,0.0417237013854907
Thursday,248,0.0,0.0085561968152264,0.0085561968152264,-0.0085561968152264,0.0256685904456792
Tuesday,1,447.0,578.5995259089464,107.53978596828671,363.51995397237295,793.6790978455198
Tuesday,2,440.0,566.1631800451321,107.07626698301317,352.01064607910575,780.3157140111584
Tuesday,3,438.0,553.9625121265159,106.35064660707623,341.26121891236346,766.6638053406683
Tuesday,4,431.0,541.9930558818581,106.07099157112634,329.85107273960546,754.1350390241108
Tuesday,5,420.0,530.2504296790606,103.5901780728372,323.0700735333862,737.430785824735
Tuesday,6,417.0,518.7303349211913,102.54942646369992,313.6314819937915,723.8291878485911
Tuesday,7,391.0,507.4285544729071,96.7955444926517,313.8374654876037,701.0196434582105
Tuesday,8,370.0,496.3409511166959,92.0774567050977,312.18603770650054,680.4958645268913
Tuesday,9,369.0,485.4634660383759,91.37991553524425,302.7036349678874,668.2232971088644
Tuesday,10,368.0,474.79211734129274,90.80363223613902,293.18485286901466,656.3993818135708
Tuesday,11,355.0,464.32299858867714,89.38181479181775,285.5593690050416,643.0866281723127
Tuesday,12,331.0,454.0522773736234,86.65833196471492,280.7356134441935,627.3689413030532
Tuesday,13,317.0,443.9761939161691,85.26361842751973,273.44895706112965,614.5034307712085
Tuesday,14,305.0,434.0910596869607,84.53435681047233,265.02234606601604,603.1597733079054
Tuesday,15,296.0,424.3932560570022,84.21639979409738,255.96045646880742,592.8260556451969
Tuesday,16,293.0,414.87923297299085,83.86408628639909,247.15106040019268,582.607405545789
Tuesday,17,292.0,405.54550765775815,83.28848287574395,238.96854190627025,572.122473409246
Tuesday,18,276.0,396.38866333533656,81.83376344649027,232.72113644235603,560.0561902283171
Tuesday,19,267.0,387.4053479801886,80.6251136553023,226.155120669584,548.6555752907932
Tuesday,20,247.0,378.5922730901378,79.10218845831002,220.38789617351773,536.7966500067578
Tuesday,21,227.0,369.9462124825545,76.62086358278938,216.7044853169757,523.1879396481332
Tuesday,22,226.0,361.464001113354,76.21423031564048,209.03554048207306,513.8924617446349
Tuesday,23,226.0,353.1425339183762,75.74925318889794,201.64402754058034,504.6410402961721
Tuesday,24,223.0,344.97876467672177,75.31867953578742,194.34140560514692,495.6161237482966
Tuesday,25,214.0,336.9697048956284,74.92970714781389,187.11029060000064,486.82911919125615
Tuesday,26,209.0,329.1124227164805,74.38528147819822,180.34185976008408,477.882985672877
Tuesday,27,206.0,321.4040418415501,74.01444030087278,173.37516123980456,469.43292244329564
Tuesday,28,199.0,313.84174048107667,73.44250915865891,166.95672216375885,460.7267587983945
Tuesday,29,187.0,306.4227503203014,71.44685377405634,163.52904277218875,449.3164578684141
Tuesday,30,187.0,299.1443555060758,71.06785947749377,157.00863655108824,441.28007446106335
Tuesday,31,185.0,292.0038916526758,70.79313814412579,150.41761536442422,433.59016794092736
Tuesday,32,174.0,284.99874486645587,69.1495497032993,146.69964545985727,423.29784427305447
Tuesday,33,167.0,278.12635078898694,67.6552262066819,142.81589837562314,413.43680320235075
Tuesday,34,163.0,271.3841936583274,67.28091462660117,136.82236440512503,405.9460229115297
Tuesday,35,152.0,264.76980538808346,66.51311071047267,131.7435839671381,397.79602680902883
Tuesday,36,148.0,258.28076466392275,65.92619607152552,126.4283725208717,390.13315680697383
Tuesday,37,149.0,251.914696057209,65.20213102082673,121.51043401555555,382.3189580988625
Tuesday,38,149.0,245.66926915543402,64.89727711117561,115.8747149330828,375.4638233777853
Tuesday,39,139.0,239.542197709129,63.00310590681663,113.53598589549574,365.54840952276226
Tuesday,40,135.0,233.5312387949422,62.81666755077016,107.89790369340187,359.1645738964825
Tuesday,41,127.0,227.63419199457707,62.44273091508139,102.74873016441428,352.51965382473986
Tuesday,42,116.0,221.84889858928994,59.96524706197016,101.91840446534962,341.77939271323027
Tuesday,43,123.0,216.17324076965272,54.86128087127104,106.45067902711064,325.8958025121948
Tuesday,44,122.0,210.60514086029127,54.59475748359951,101.41562589309225,319.79465582749026
Tuesday,45,120.0,205.14256055931523,54.337124453734916,96.4683116518454,313.81680946678506
Tuesday,46,103.0,199.78350019216134,40.5219734107918,118.73955337057774,280.827447013745
Tuesday,47,99.0,194.52599797957743,40.042617538305336,114.44076290296675,274.6112330561881
Tuesday,48,86.0,189.36812931947773,34.85315543035938,119.66181845875897,259.07444018019646
Tuesday,49,82.0,184.30800608240858,33.78188648472566,116.74423311295726,251.8717790518599
Tuesday,50,78.0,179.34377592036486,33.470583618862186,112.40260868264049,246.28494315808922
Tuesday,51,78.0,174.47362158870496,33.112395763682784,108.24883006133939,240.69841311607053
Tuesday,52,78.0,169.69576028091643,32.7638626262939,104.16803502832863,235.22348553350423
Tuesday,53,76.0,165.0084429759879,32.4361056640242,100.1362316479395,229.88065430403628
Tuesday,54,71.0,160.4099537981485,30.379585914996305,99.6507819681559,221.1691256281411
Tuesday,55,67.0,155.8986093887415,29.06045795378249,97.77769348117653,214.01952529630648
Tuesday,56,67.0,151.47275829000088,28.716442844675885,94.03987260064912,208.90564397935265
Tuesday,57,65.0,147.1307803405056,28.3686873127221,90.39340571506139,203.8681549659498
Tuesday,58,65.0,142.8710860820911,28.041731494049895,86.7876230939913,198.9545490701909
Tuesday,59,65.0,138.6921161779996,27.723130013242713,83.24585615151418,194.138376204485
Tuesday,60,65.0,134.59234084205735,27.412709131667054,79.76692257872324,189.41775910539147
Tuesday,61,64.0,130.57025927866925,27.094648465984847,76.38096234669956,184.75955621063895
Tuesday,62,61.0,126.62439913342583,26.342103331442644,73.94019247054054,179.3086057963111
Tuesday,63,55.0,122.7533159541218,25.174856659138438,72.40360263584492,173.1030292723987
Tuesday,64,52.0,118.95559266198872,24.784682876992864,69.38622690800298,168.52495841597445
Tuesday,65,52.0,115.22983903294812,24.492264001670044,66.24531102960803,164.2143670362882
Tuesday,66,52.0,111.57469118869517,24.206807463177448,63.16107626234027,159.98830611505008
Tuesday,67,51.0,107.988811097427,23.895724656559175,60.197361784308654,155.78026041054534
Tuesday,68,49.0,104.4708860840322,23.536787815382556,57.39731045326709,151.5444617147973
Tuesday,69,47.0,101.01962834956295,23.17525933536768,54.66910967882759,147.3701470202983
Tuesday,70,43.0,97.63377449981311,22.39134107076673,52.85109235827965,142.41645664134657
Tuesday,71,41.0,94.31208508283055,22.017751823940806,50.27658143494894,138.34758873071218
Tuesday,72,41.0,91.0533441351936,21.760697299646097,47.531949535901404,134.57473873448578
Tuesday,73,41.0,87.85635873688612,21.509253506850413,44.837851723185295,130.87486575058693
Tuesday,74,38.0,84.71995857460792,21.039113116455137,42.64173234169764,126.7981848075182
Tuesday,75,37.0,81.64299551336069,20.69971177620497,40.243571960950746,123.04241906577063
Tuesday,76,35.0,78.62434317615296,20.29333781822191,38.03766753970914,119.21101881259679
Tuesday,77,34.0,75.66289653166962,19.935379600058297,35.79213733155302,115.53365573178621
Tuesday,78,35.0,72.75757148975572,19.382011261302537,33.993548967150645,111.5215940123608
Tuesday,79,35.0,69.90730450456589,19.135282630226254,31.63673924411338,108.17786976501839
Tuesday,80,35.0,67.11105218523456,18.88843774345386,29.334176698326836,104.88792767214227
Tuesday,81,32.0,64.3677909139242,18.306091487891706,27.755607938140784,100.97997388970761
Tuesday,82,32.0,61.676516471111775,18.01622543852584,25.644065594060095,97.70896734816345
Tuesday,83,27.0,59.036243667976436,16.270814268205694,26.494615131565048,91.57787220438783
Tuesday,84,25.0,56.733810172667155,15.866833347975653,25.00014347671585,88.46747686861846
Tuesday,85,24.0,54.47500949370695,15.586916388386667,23.301176716933615,85.64884227048029
Tuesday,86,24.0,52.259014756979155,15.426272157251418,21.40647044247632,83.11155907148199
Tuesday,87,24.0,50.08501475824276,15.269960844216147,19.545093069810463,80.62493644667505
Tuesday,88,21.0,47.952213666176604,14.241741402635057,19.46873086090649,76.43569647144672
Tuesday,89,20.0,45.859830731051275,13.942069389298842,17.97569195245359,73.74396950964896
Tuesday,90,16.0,43.80709999892171,12.648982911084554,18.5091341767526,69.10506582109082
Tuesday,91,15.0,41.79327003123616,12.32164758362465,17.149974863986863,66.43656519848545
Tuesday,92,15.0,39.817603629758835,12.161115492997078,15.495372643764679,64.13983461575299
Tuesday,93,15.0,37.879377566705315,12.004521686757757,13.870334193189802,61.888420940220826
Tuesday,94,15.0,35.977882319992176,11.851790469244257,12.274301381503662,59.68146325848069
Tuesday,95,12.0,34.11242181350387,11.137143244275576,11.83813532495272,56.38670830205503
Tuesday,96,12.0,32.2823131622817,10.984132762138067,10.314047638005569,54.25057868655784
Tuesday,97,10.0,30.486886422541566,10.42174875068872,9.643388921164128,51.330383923919
Tuesday,98,8.0,28.725484346429223,8.635566752492075,11.454350841445073,45.996617851413376
Tuesday,99,7.0,26.997462141423014,8.190153749365093,10.617154642692828,43.377769640153204
Tuesday,100,7.0,25.302187234296085,7.953642720403827,9.394901793488431,41.20947267510374
Tuesday,101,7.0,23.639039039551736,7.600199183253437,8.438640673044862,38.83943740605861
Tuesday,102,7.0,22.21136252066018,7.456462044716348,7.298438431227485,37.12428661009288
Tuesday,103,6.0,20.810741526925614,7.041680818678151,6.7273798895693115,34.894103164281915
Tuesday,104,6.0,19.43666333615095,6.896172427229754,5.6443184816914425,33.22900819061046
Tuesday,105,5.0,18.088624942603634,6.438918764131405,5.210787414340823,30.966462470866446
Tuesday,106,5.0,16.766132872881503,6.288290269378604,4.189552334124295,29.342713411638712
Tuesday,107,5.0,15.468703005268072,6.137301756423588,3.1940994924208965,27.743306518115247
Tuesday,108,5.0,14.19586039251116,5.9850063859443665,2.2258476206224262,26.16587316439989
Tuesday,109,4.0,12.947139087960034,5.42494937163819,2.0972403446836534,23.797037831236416
Tuesday,110,4.0,11.722081974997344,5.250833391604219,1.2204151917889057,22.223748758205783
Tuesday,111,3.0,10.520240599703476,4.3499586646639665,1.8203232703755425,19.22015792903141
Tuesday,112,2.0,9.509612948550803,3.5702531485796816,2.36910665139144,16.650119245710165
Tuesday,113,2.0,8.683383356668136,3.4613841752263665,1.760615006215403,15.606151707120869
Tuesday,114,2.0,7.872811426176443,3.3505896700511033,1.1716320860742364,14.57399076627865
Tuesday,115,2.0,7.077600432820562,3.236486637511202,0.6046271577981583,13.550573707842965
Tuesday,116,1.0,6.2974592754892775,2.2869863799972485,1.7234865154947805,10.871432035483775
Tuesday,117,1.0,5.68517375081991,2.1683372738269187,1.3484992031660727,10.021848298473747
Tuesday,118,1.0,5.0844914893525015,1.964102762378321,1.1562859645958596,9.012697014109143
Tuesday,119,1.0,4.642517322843618,1.9102892185921267,0.8219388856593648,8.463095760027873
Tuesday,120,1.0,4.208918893430985,1.8566457807603678,0.4956273319102493,7.9222104549517205
Tuesday,121,1.0,3.783537474706539,1.803080430545351,0.177376613615837,7.389698335797241
Tuesday,122,0.0,3.366217348244964,0.8999057655220054,1.5664058172009534,5.166028879288975
Tuesday,123,0.0,3.093276280481774,0.8571876110121449,1.3789010584574843,4.807651502506064
Tuesday,124,0.0,2.8255076476697303,0.8138839178860556,1.197739811897619,4.453275483441842
Tuesday,125,0.0,2.56281342834382,0.7698085449118701,1.02319633852008,4.10243051816756
Tuesday,126,0.0,2.3050974586182402,0.7247216595688151,0.8556541394806101,3.7545407777558704
Tuesday,127,0.0,2.0522653969838878,0.6783027733563829,0.695659850271122,3.4088709436966536
Tuesday,128,0.0,1.804224689772984,0.6301029313482673,0.5440188270764492,3.064430552469519
Tuesday,129,0.0,1.560884537278154,0.5794516662142821,0.40198120484958966,2.7197878697067184
Tuesday,130,0.0,1.3221558605135861,0.5252505535306216,0.271654753452343,2.3726569675748292
Tuesday,131,0.0,1.08795126860608,0.4654131535272329,0.15712496155161415,2.018777575660546
Tuesday,132,0.0,0.858185026804072,0.3946767270149785,0.068831572774115,1.647538480834029
Tuesday,133,0.0,0.6327730250929,0.2584663378120945,0.11584034946871102,1.149705700717089
Tuesday,134,0.0,0.522202886248871,0.23362168601824596,0.0549595142123791,0.9894462582853629
Tuesday,135,0.0,0.41372813325277297,0.20691138233660183,-9.463142043070194e-05,0.8275508979259767
Tuesday,136,0.0,0.307309056994192,0.17744661267185055,-0.047584168349509126,0.662202282337893
Tuesday,137,0.0,0.202906700879705,0.14348326866383268,-0.08405983644796036,0.4898732382073704
Tuesday,138,0.0,0.100482846572125,0.100482846572125,-0.100482846572125,0.301448539716375
